zipcode,area,city
15540,"Suka Manah, Rajeg",Tangerang
15540,"Suka Sari, Rajeg",Tangerang
15540,"Suka Tani, Rajeg",Tangerang
15540,"Tanjakan, Rajeg",Tangerang
15540,"Tanjakan Mekar, Rajeg",Tangerang
15550,"Bakung, Kronjo",Tangerang
15550,"Blukbuk, Kronjo",Tangerang
15550,"Cijeruk, Mekar Baru",Tangerang
15550,"Cirumpak, Kronjo",Tangerang
15550,"Ganda Ria, Mekar Baru",Tangerang
15550,"Jenggot, Mekar Baru",Tangerang
15550,"Kedaung, Mekar Baru",Tangerang
15550,"Klutuk, Mekar Baru",Tangerang
15550,"Kosambi Dalam, Mekar Baru",Tangerang
15550,"Kronjo, Kronjo",Tangerang
15550,"Mekar Baru, Mekar Baru",Tangerang
15550,"Muncung, Kronjo",Tangerang
15550,"Pagedangan Ilir, Kronjo",Tangerang
15550,"Pagedangan Udik, Kronjo",Tangerang
15550,"Pagenjahan, Kronjo",Tangerang
15550,"Pasilian, Kronjo",Tangerang
15550,"Pasir, Kronjo",Tangerang
15550,"Waliwis, Mekar Baru",Tangerang
15560,"Gelam Jaya, Pasar Kemis",Tangerang
15560,"Kuta Baru, Pasar Kemis",Tangerang
15560,"Kuta Bumi, Pasar Kemis",Tangerang
15560,"Kuta Jaya, Pasar Kemis",Tangerang
15560,"Pangadegan, Pasar Kemis",Tangerang
15560,"Pasar Kemis, Pasar Kemis",Tangerang
15560,"Sindang Asih, Sindang Jaya",Tangerang
15560,"Sindang Jaya, Sindang Jaya",Tangerang
15560,"Sindang Panon, Sindang Jaya",Tangerang
15560,"Sindang Sari, Pasar Kemis",Tangerang
15560,"Sindang Sono, Sindang Jaya",Tangerang
15560,"Suka Harja, Sindang Jaya",Tangerang
15560,"Sukaasih, Pasar Kemis",Tangerang
15560,"Sukamantri, Pasar Kemis",Tangerang
15560,"Wana Kerta, Sindang Jaya",Tangerang
15570,"Buaran Bambu, Pakuhaji",Tangerang
15570,"Buaran Mangga, Pakuhaji",Tangerang
15570,"Bunisari (Bonasari), Pakuhaji",Tangerang
15570,"Gaga, Pakuhaji",Tangerang
15570,"Kalibaru, Pakuhaji",Tangerang
15570,"Kiara Payung, Pakuhaji",Tangerang
15570,"Kohod, Pakuhaji",Tangerang
15570,"Kramat, Pakuhaji",Tangerang
15570,"Laksana, Pakuhaji",Tangerang
15570,"Paku Alam, Pakuhaji",Tangerang
15570,"Pakuhaji, Pakuhaji",Tangerang
15570,"Rawa Boni, Pakuhaji",Tangerang
15570,"Sukawali, Pakuhaji",Tangerang
15570,"Surya Bahari, Pakuhaji",Tangerang
15610,"Balaraja, Balaraja",Tangerang
15610,"Benda, Sukamulya",Tangerang
15610,"Bunar, Sukamulya",Tangerang
15610,"Buni Ayu, Sukamulya",Tangerang
15610,"Cangkudu, Balaraja",Tangerang
15610,"Cikande, Jayanti",Tangerang
15610,"Dang Deur, Jayanti",Tangerang
15610,"Gembong, Balaraja",Tangerang
15610,"Jayanti, Jayanti",Tangerang
15610,"Kali Asin, Sukamulya",Tangerang
15610,"Kubang, Sukamulya",Tangerang
15610,"Merak, Sukamulya",Tangerang
15610,"Pabuaran, Jayanti",Tangerang
15610,"Pangkat, Jayanti",Tangerang
15610,"Parahu, Sukamulya",Tangerang
15610,"Pasir Gintung, Jayanti",Tangerang
15610,"Pasir Muncang, Jayanti",Tangerang
15610,"Saga, Balaraja",Tangerang
15610,"Sentul, Balaraja",Tangerang
15610,"Sentul Jaya, Balaraja",Tangerang
15610,"Suka Mulya, Sukamulya",Tangerang
15610,"Suka Murni, Balaraja",Tangerang
15610,"Sumur Bandung, Jayanti",Tangerang
15610,"Talagasari, Balaraja",Tangerang
15610,"Tobat, Balaraja",Tangerang
15620,"Cibetok, Gunung Kaler",Tangerang
15620,"Cipaeh, Gunung Kaler",Tangerang
15620,"Gunung Kaler, Gunung Kaler",Tangerang
15620,"Jengkol, Kresek",Tangerang
15620,"Kanda Wati, Gunung Kaler",Tangerang
15620,"Kedung, Gunung Kaler",Tangerang
15620,"Kemuning, Kresek",Tangerang
15620,"Koper, Kresek",Tangerang
15620,"Kresek, Kresek",Tangerang
15620,"Onyam, Gunung Kaler",Tangerang
15620,"Pasir Ampo, Kresek",Tangerang
15620,"Patra Sana, Kresek",Tangerang
15620,"Ranca Gede, Gunung Kaler",Tangerang
15620,"Ranca Ilat, Kresek",Tangerang
15620,"Renged, Kresek",Tangerang
15620,"Sidoko, Gunung Kaler",Tangerang
15620,"Talok, Kresek",Tangerang
15620,"Tamiang, Gunung Kaler",Tangerang
15710,"Bitung Jaya, Cikupa",Tangerang
15710,"Bojong, Cikupa",Tangerang
15710,"Budi Mulya, Cikupa",Tangerang
15710,"Bunder, Cikupa",Tangerang
15710,"Ciakar, Panongan",Tangerang
15710,"Cibadak, Cikupa",Tangerang
15710,"Cikupa, Cikupa",Tangerang
15710,"Dukuh, Cikupa",Tangerang
15710,"Mekar Bakti, Panongan",Tangerang
15710,"Mekar Jaya, Panongan",Tangerang
15710,"Panongan, Panongan",Tangerang
15710,"Pasir Gadung, Cikupa",Tangerang
15710,"Pasir Jaya, Cikupa",Tangerang
15710,"Peusar, Panongan",Tangerang
15710,"Ranca Iyuh, Panongan",Tangerang
15710,"Ranca Kalapa, Panongan",Tangerang
15710,"Serdang Kulon, Panongan",Tangerang
15710,"Suka Damai, Cikupa",Tangerang
15710,"Suka Mulya, Cikupa",Tangerang
15710,"Suka Nagara, Cikupa",Tangerang
15710,"Talaga, Cikupa",Tangerang
15710,"Talaga Sari, Cikupa",Tangerang
15720,"Ancol Pasir, Jambe",Tangerang
15720,"Bantar Panjang, Tigaraksa",Tangerang
15720,"Cileles, Tigaraksa",Tangerang
15720,"Cisereh, Tigaraksa",Tangerang
15720,"Daru, Jambe",Tangerang
15720,"Jambe, Jambe",Tangerang
15720,"Kadu Agung, Tigaraksa",Tangerang
15720,"Kutruk, Jambe",Tangerang
15720,"Marga Sari, Tigaraksa",Tangerang
15720,"Mata Gara, Tigaraksa",Tangerang
15720,"Mekarsari, Jambe",Tangerang
15720,"Pasir Barat, Jambe",Tangerang
15720,"Pasir Bolang, Tigaraksa",Tangerang
15720,"Pasir Nangka, Tigaraksa",Tangerang
15720,"Pematang, Tigaraksa",Tangerang
15720,"Pete, Tigaraksa",Tangerang
15720,"Rancabuaya, Jambe",Tangerang
15720,"Sodong, Tigaraksa",Tangerang
15720,"Suka Manah, Jambe",Tangerang
15720,"Taban, Jambe",Tangerang
15720,"Tapos, Tigaraksa",Tangerang
15720,"Tegalsari, Tigaraksa",Tangerang
15720,"Tigaraksa, Tigaraksa",Tangerang
15720,"Tipar Jaya (Tiparraya), Jambe",Tangerang
15730,"Bojongloa, Cisoka",Tangerang
15730,"Carenang, Cisoka",Tangerang
15730,"Caringin, Cisoka",Tangerang
15730,"Cempaka, Cisoka",Tangerang
15730,"Cibugel, Cisoka",Tangerang
15730,"Cikareo, Solear",Tangerang
15730,"Cikasungka, Solear",Tangerang
15730,"Cikuya, Solear",Tangerang
15730,"Cireundeu, Solear",Tangerang
15730,"Cisoka, Cisoka",Tangerang
15730,"Jeung Jing, Cisoka",Tangerang
15730,"Karangharja, Cisoka",Tangerang
15730,"Munjul, Solear",Tangerang
15730,"Pasanggrahan, Solear",Tangerang
15730,"Selapajang, Cisoka",Tangerang
15730,"Solear, Solear",Tangerang
15730,"Sukatani, Cisoka",Tangerang
15810,"Bencongan, Kelapa Dua",Tangerang
15810,"Bencongan Indah, Kelapa Dua",Tangerang
15810,"Binong, Curug",Tangerang
15810,"Bojong Nangka, Kelapa Dua",Tangerang
15810,"Cukang Galih, Curug",Tangerang
15810,"Curug Kulon, Curug",Tangerang
15810,"Curug Sangerang (Curug Sangereng), Kelapa Dua",Tangerang
15810,"Curug Wetan, Curug",Tangerang
15810,"Kadu, Curug",Tangerang
15810,"Kadu Jaya, Curug",Tangerang
15810,"Kelapa Dua, Kelapa Dua",Tangerang
15810,"Pakulonan Barat, Kelapa Dua",Tangerang
15810,"Suka Bakti, Curug",Tangerang
15820,"Babakan, Legok",Tangerang
15820,"Babat, Legok",Tangerang
15820,"Bojong Kamal, Legok",Tangerang
15820,"Caringin, Legok",Tangerang
15820,"Ciangir, Legok",Tangerang
15820,"Cirarab, Legok",Tangerang
15820,"Kamuning (Kemuning), Legok",Tangerang
15820,"Legok, Legok",Tangerang
15820,"Pala Sari, Legok",Tangerang
15820,"Rancagong, Legok",Tangerang
15820,"Serdang Wetan, Legok",Tangerang
16110,"Ciadeg, Cigombong",Bogor
16110,"Ciburayut, Cigombong",Bogor
16110,"Ciburuy, Cigombong",Bogor
16110,"Cigombong, Cigombong",Bogor
16110,"Cisalada, Cigombong",Bogor
16110,"Srogol, Cigombong",Bogor
16110,"Tugujaya, Cigombong",Bogor
16110,"Watesjaya, Cigombong",Bogor
16111,"Menteng, Bogor Barat - Kota",Bogor
16112,"Cilendek Barat, Bogor Barat - Kota",Bogor
16112,"Cilendek Timur, Bogor Barat - Kota",Bogor
16113,"Curug, Bogor Barat - Kota",Bogor
16113,"Curug Mekar, Bogor Barat - Kota",Bogor
16114,"Semplak, Bogor Barat - Kota",Bogor
16115,"Bubulak, Bogor Barat - Kota",Bogor
16115,"Situ Gede, Bogor Barat - Kota",Bogor
16116,"Balungbang Jaya, Bogor Barat - Kota",Bogor
16116,"Margajaya, Bogor Barat - Kota",Bogor
16117,"Loji, Bogor Barat - Kota",Bogor
16117,"Sindangbarang, Bogor Barat - Kota",Bogor
16118,"Gunungbatu, Bogor Barat - Kota",Bogor
16118,"Pasir Mulya, Bogor Barat - Kota",Bogor
16119,"Pasir Jaya, Bogor Barat - Kota",Bogor
16119,"Pasir Jaya, Cigombong",Bogor
16119,"Pasir Kuda, Bogor Barat - Kota",Bogor
16120,"Babakan, Ciseeng",Bogor
16120,"Cibentang, Ciseeng",Bogor
16120,"Cibeuteung Muara, Ciseeng",Bogor
16120,"Cibeuteung Udik, Ciseeng",Bogor
16120,"Cihoe (Cihowe), Ciseeng",Bogor
16120,"Ciseeng, Ciseeng",Bogor
16120,"Karihkil, Ciseeng",Bogor
16120,"Kuripan, Ciseeng",Bogor
16120,"Parigi Mekar, Ciseeng",Bogor
16120,"Putat Nutug, Ciseeng",Bogor
16121,"Pabaton, Bogor Tengah - Kota",Bogor
16122,"Paledang, Bogor Tengah - Kota",Bogor
16123,"Gudang, Bogor Tengah - Kota",Bogor
16124,"Cibogor, Bogor Tengah - Kota",Bogor
16124,"Ciwaringin, Bogor Tengah - Kota",Bogor
16125,"Kebon Kelapa, Bogor Tengah - Kota",Bogor
16125,"Panaragan, Bogor Tengah - Kota",Bogor
16126,"Babakan Pasar, Bogor Tengah - Kota",Bogor
16128,"Babakan, Bogor Tengah - Kota",Bogor
16129,"Sempur, Bogor Tengah - Kota",Bogor
16129,"Tegal Panjang, Bogor Tengah - Kota",Bogor
16131,"Bondongan, Bogor Selatan - Kota",Bogor
16132,"Cikaret, Bogor Selatan - Kota",Bogor
16132,"Empang, Bogor Selatan - Kota",Bogor
16133,"Batutulis, Bogor Selatan - Kota",Bogor
16133,"Cipaku, Bogor Selatan - Kota",Bogor
16134,"Lawang Gintung, Bogor Selatan - Kota",Bogor
16134,"Pakuan, Bogor Selatan - Kota",Bogor
16135,"Mulyaharja, Bogor Selatan - Kota",Bogor
16136,"Pamoyanan, Bogor Selatan - Kota",Bogor
16136,"Ranggamekar, Bogor Selatan - Kota",Bogor
16137,"Genteng, Bogor Selatan - Kota",Bogor
16137,"Muarasari, Bogor Selatan - Kota",Bogor
16138,"Harjasari, Bogor Selatan - Kota",Bogor
16138,"Kertamaya, Bogor Selatan - Kota",Bogor
16139,"Bojongkerta, Bogor Selatan - Kota",Bogor
16139,"Rancamaya, Bogor Selatan - Kota",Bogor
16141,"Tajur, Bogor Timur - Kota",Bogor
16142,"Sukasari, Bogor Timur - Kota",Bogor
16143,"Baranangsiang, Bogor Timur - Kota",Bogor
16144,"Katulampa, Bogor Timur - Kota",Bogor
16145,"Sindangrasa, Bogor Timur - Kota",Bogor
16146,"Sindangsari, Bogor Timur - Kota",Bogor
16151,"Cibuluh, Bogor Utara - Kota",Bogor
16152,"Tegal Gundil, Bogor Utara - Kota",Bogor
16153,"Bantarjati, Bogor Utara - Kota",Bogor
16154,"Tanah Baru, Bogor Utara - Kota",Bogor
16155,"Cimahpar, Bogor Utara - Kota",Bogor
16156,"Ciluar, Bogor Utara - Kota",Bogor
16157,"Ciparigi, Bogor Utara - Kota",Bogor
16158,"Kedunghalang, Bogor Utara - Kota",Bogor
16161,"Tanah Sareal, Tanah Sereal",Bogor
16162,"Kebon Pedes, Tanah Sereal",Bogor
16164,"Kedung Badak, Tanah Sereal",Bogor
16164,"Kedung Jaya, Tanah Sereal",Bogor
16164,"Kedung Waringin, Tanah Sereal",Bogor
16165,"Sukadamai, Tanah Sereal",Bogor
16165,"Sukaresmi, Tanah Sereal",Bogor
16166,"Cibadak, Tanah Sereal",Bogor
16167,"Kencana, Tanah Sereal",Bogor
16168,"Mekarwangi, Tanah Sereal",Bogor
16169,"Kayumanis, Tanah Sereal",Bogor
16310,"Atang Senjaya, Kemang",Bogor
16310,"Bantarjaya, Ranca Bungur",Bogor
16310,"Bantarsari, Ranca Bungur",Bogor
16310,"Bojong, Kemang",Bogor
16310,"Candali, Ranca Bungur",Bogor
16310,"Jampang, Kemang",Bogor
16310,"Kemang, Kemang",Bogor
16310,"Mekarsari, Ranca Bungur",Bogor
16310,"Pabuaran, Kemang",Bogor
16310,"Parakan Jaya, Kemang",Bogor
16310,"Pasirgaok, Ranca Bungur",Bogor
16310,"Pondok Udik, Kemang",Bogor
16310,"Rancabungur, Ranca Bungur",Bogor
16310,"Semplak Barat, Kemang",Bogor
16310,"Tegal, Kemang",Bogor
16320,"Citayam, Tajurhalang",Bogor
16320,"Kalisuren, Tajurhalang",Bogor
16320,"Nanggerang, Tajurhalang",Bogor
16320,"Sasak Panjang, Tajurhalang",Bogor
16320,"Sukmajaya, Tajurhalang",Bogor
16320,"Tajur Halang, Tajurhalang",Bogor
16320,"Tonjong, Tajurhalang",Bogor
16330,"Bojong Indah, Parung",Bogor
16330,"Bojong Sempu, Parung",Bogor
16330,"Cogreg, Parung",Bogor
16330,"Iwul, Parung",Bogor
16330,"Jabon Mekar, Parung",Bogor
16330,"Pamagersari, Parung",Bogor
16330,"Parung, Parung",Bogor
16330,"Waru, Parung",Bogor
16330,"Warujaya, Parung",Bogor
16340,"Cibadung, Gunung Sindur",Bogor
16340,"Cibinong, Gunung Sindur",Bogor
16340,"Cidokom, Gunung Sindur",Bogor
16340,"Curug, Gunung Sindur",Bogor
16340,"Gunung Sindur, Gunung Sindur",Bogor
16340,"Jampang, Gunung Sindur",Bogor
16340,"Pabuaran, Gunung Sindur",Bogor
16340,"Padurenan, Gunung Sindur",Bogor
16340,"Pengasinan, Gunung Sindur",Bogor
16340,"Rawakalong, Gunung Sindur",Bogor
16350,"Cibodas, Rumpin",Bogor
16350,"Cidokom, Rumpin",Bogor
16350,"Cipinang, Rumpin",Bogor
16350,"Gobang, Rumpin",Bogor
16350,"Kampung Sawah, Rumpin",Bogor
16350,"Kerta Jaya, Rumpin",Bogor
16350,"Leuwibatu, Rumpin",Bogor
16350,"Mekar Sari, Rumpin",Bogor
16350,"Mekarjaya, Rumpin",Bogor
16350,"Rabak, Rumpin",Bogor
16350,"Rumpin, Rumpin",Bogor
16350,"Sukamulya, Rumpin",Bogor
16350,"Sukasari, Rumpin",Bogor
16350,"Taman Sari, Rumpin",Bogor
16360,"Cibunar, Parung Panjang",Bogor
16360,"Cikuda, Parung Panjang",Bogor
16360,"Dago, Parung Panjang",Bogor
16360,"Gintung Cilejet, Parung Panjang",Bogor
16360,"Gorowong, Parung Panjang",Bogor
16360,"Jagabaya, Parung Panjang",Bogor
16360,"Jagabita, Parung Panjang",Bogor
16360,"Kabasiran, Parung Panjang",Bogor
16360,"Lumpang, Parung Panjang",Bogor
16360,"Parungpanjang, Parung Panjang",Bogor
16360,"Pingku, Parung Panjang",Bogor
16370,"Babakan, Tenjo",Bogor
16370,"Batok, Tenjo",Bogor
16370,"Bojong, Tenjo",Bogor
16370,"Cibitung Tengah, Tenjolaya",Bogor
16370,"Cilaku, Tenjo",Bogor
16370,"Cinangneng, Tenjolaya",Bogor
16370,"Ciomas, Tenjo",Bogor
16370,"Gunung Malang, Tenjolaya",Bogor
16370,"Singabangsa, Tenjo",Bogor
16370,"Singabraja, Tenjo",Bogor
16370,"Situ Daun, Tenjolaya",Bogor
16370,"Tapos, Tenjo",Bogor
16370,"Tapos 1, Tenjolaya",Bogor
16370,"Tapos 2, Tenjolaya",Bogor
16370,"Tenjo, Tenjo",Bogor
16411,"Mekarjaya, Sukmajaya",Depok
16412,"Sukmajaya, Sukmajaya",Depok
16412,"Tirtajaya, Sukmajaya",Depok
16413,"Jatimulya, Cilodong",Depok
16413,"Kalimulya, Cilodong",Depok
16414,"Cilodong, Cilodong",Depok
16414,"Kalibaru, Cilodong",Depok
16415,"Sukamaju, Cilodong",Depok
16416,"Cisalak, Sukmajaya",Depok
16417,"Abadijaya, Sukmajaya",Depok
16418,"Baktijaya, Sukmajaya",Depok
16421,"Beji, Beji",Depok
16422,"Beji Timur, Beji",Depok
16423,"Kemiri Muka, Beji",Depok
16424,"Pondok Cina, Beji",Depok
16425,"Kukusan, Beji",Depok
16426,"Tanah Baru, Beji",Depok
16431,"Depok, Pancoran Mas",Depok
16432,"Depok Jaya, Pancoran Mas",Depok
16433,"Mampang, Pancoran Mas",Depok
16434,"Rangkapanjaya Baru, Pancoran Mas",Depok
16435,"Rangkapanjaya, Pancoran Mas",Depok
16436,"Bojong Pondok Terong, Cipayung",Depok
16436,"Pancoran Mas, Pancoran Mas",Depok
16437,"Cipayung, Cipayung",Depok
16437,"Cipayung Jaya, Cipayung",Depok
16438,"Pondokjaya, Cipayung",Depok
16439,"Ratu Jaya, Cipayung",Depok
16451,"Jatijajar, Tapos",Depok
16451,"Pasir Gunung Selatan, Cimanggis",Depok
16451,"Tugu, Cimanggis",Depok
16452,"Cisalak Pasar, Cimanggis",Depok
16452,"Mekarsari, Cimanggis",Depok
16453,"Curug, Cimanggis",Depok
16454,"Harjamukti, Cimanggis",Depok
16454,"Sukatani, Tapos",Depok
16455,"Sukamaju Baru, Tapos",Depok
16456,"Leuwinanggung, Tapos",Depok
16457,"Tapos, Tapos",Depok
16458,"Cilangkap, Tapos",Depok
16459,"Cimpaeun, Tapos",Depok
16511,"Sawangan (Lama), Sawangan",Depok
16511,"Sawangan Baru, Sawangan",Depok
16512,"Gandul, Cinere",Depok
16512,"Grogol, Limo",Depok
16512,"Krukut, Limo",Depok
16513,"Pangkalan Jati, Cinere",Depok
16513,"Pangkalan Jati Baru, Cinere",Depok
16514,"Cinere, Cinere",Depok
16515,"Limo, Limo",Depok
16515,"Meruyung, Limo",Depok
16516,"Bojong Sari (Lama), Bojongsari",Depok
16516,"Bojong Sari Baru, Bojongsari",Depok
16516,"Cinangka, Sawangan",Depok
16516,"Kedaung, Sawangan",Depok
16517,"Curug, Bojongsari",Depok
16517,"Pondok Petir, Bojongsari",Depok
16517,"Serua, Bojongsari",Depok
16518,"Duren Mekar, Bojongsari",Depok
16518,"Duren Seribu, Bojongsari",Depok
16518,"Pengasihan, Sawangan",Depok
16519,"Bedahan, Sawangan",Depok
16519,"Pasir Putih, Sawangan",Depok
16610,"Ciapus, Ciomas",Bogor
16610,"Ciomas, Ciomas",Bogor
16610,"Ciomas Rahayu, Ciomas",Bogor
16610,"Kota Batu, Ciomas",Bogor
16610,"Laladon, Ciomas",Bogor
16610,"Mekarjaya, Ciomas",Bogor
16610,"Padasuka, Ciomas",Bogor
16610,"Pagelaran, Ciomas",Bogor
16610,"Parakan, Ciomas",Bogor
16610,"Pasireurih, Tamansari",Bogor
16610,"Sirnagalih, Tamansari",Bogor
16610,"Sukaharja, Ciomas",Bogor
16610,"Sukajadi, Tamansari",Bogor
16610,"Sukajaya, Tamansari",Bogor
16610,"Sukaluyu, Tamansari",Bogor
16610,"Sukamakmur, Ciomas",Bogor
16610,"Sukamantri, Tamansari",Bogor
16610,"Sukaresmi, Tamansari",Bogor
16610,"Tamansari, Tamansari",Bogor
16620,"Benteng, Ciampea",Bogor
16620,"Bojong Jengkol, Ciampea",Bogor
16620,"Bojong Rangkas, Ciampea",Bogor
16620,"Ciampea, Ciampea",Bogor
16620,"Ciampea Udik, Ciampea",Bogor
16620,"Cibadak, Ciampea",Bogor
16620,"Cibanteng, Ciampea",Bogor
16620,"Cibuntu, Ciampea",Bogor
16620,"Cicadas, Ciampea",Bogor
16620,"Cihideung Ilir, Ciampea",Bogor
16620,"Cihideung Udik, Ciampea",Bogor
16620,"Cinangka, Ciampea",Bogor
16620,"Tegal Waru, Ciampea",Bogor
16630,"Cemplang, Cibungbulang",Bogor
16630,"Ciaruteun Ilir, Cibungbulang",Bogor
16630,"Ciaruteun Udik, Cibungbulang",Bogor
16630,"Cibatok 1, Cibungbulang",Bogor
16630,"Cibatok 2, Cibungbulang",Bogor
16630,"Cijujung, Cibungbulang",Bogor
16630,"Cimanggu 1, Cibungbulang",Bogor
16630,"Cimanggu 2, Cibungbulang",Bogor
16630,"Dukuh, Cibungbulang",Bogor
16630,"Galuga, Cibungbulang",Bogor
16630,"Girimulya, Cibungbulang",Bogor
16630,"Leuweung Kolot, Cibungbulang",Bogor
16630,"Situ Ilir, Cibungbulang",Bogor
16630,"Situ Udik, Cibungbulang",Bogor
16630,"Sukamaju, Cibungbulang",Bogor
16640,"Babakan Sadeng, Leuwisadeng",Bogor
16640,"Barengkok, Leuwiliang",Bogor
16640,"Cibeber 1, Leuwiliang",Bogor
16640,"Cibeber 2, Leuwiliang",Bogor
16640,"Kalong 1, Leuwisadeng",Bogor
16640,"Kalong 2, Leuwisadeng",Bogor
16640,"Karacak, Leuwiliang",Bogor
16640,"Karehkel, Leuwiliang",Bogor
16640,"Karyasari, Leuwiliang",Bogor
16640,"Leuwiliang, Leuwiliang",Bogor
16640,"Leuwimekar, Leuwiliang",Bogor
16640,"Leuwisadeng, Leuwisadeng",Bogor
16640,"Pabangbon, Leuwiliang",Bogor
16640,"Purasari, Leuwiliang",Bogor
16640,"Puraseda, Leuwiliang",Bogor
16640,"Sadeng, Leuwisadeng",Bogor
16640,"Sadengkolot, Leuwisadeng",Bogor
16640,"Sibanteng, Leuwisadeng",Bogor
16640,"Wangun Jaya, Leuwisadeng",Bogor
16650,"Bantar Karet, Nanggung",Bogor
16650,"Cisarua, Nanggung",Bogor
16650,"Curug Bitung, Nanggung",Bogor
16650,"Hambaro, Nanggung",Bogor
16650,"Kalong Liud, Nanggung",Bogor
16650,"Malasari, Nanggung",Bogor
16650,"Nanggung, Nanggung",Bogor
16650,"Pangkal Jaya, Nanggung",Bogor
16650,"Parakan Muncang, Nanggung",Bogor
16650,"Sukaluyu, Nanggung",Bogor
16660,"Argapura, Cigudeg",Bogor
16660,"Bangunjaya, Cigudeg",Bogor
16660,"Banyu Asih, Cigudeg",Bogor
16660,"Banyu Resmi, Cigudeg",Bogor
16660,"Banyu Wangi, Cigudeg",Bogor
16660,"Batu Jajar, Cigudeg",Bogor
16660,"Bunar, Cigudeg",Bogor
16660,"Cigudeg, Cigudeg",Bogor
16660,"Cileuksa, Sukajaya",Bogor
16660,"Cintamanik, Cigudeg",Bogor
16660,"Cisarua, Sukajaya",Bogor
16660,"Harkatjaya, Sukajaya",Bogor
16660,"Jayaraharja, Sukajaya",Bogor
16660,"Kiara Pandak, Sukajaya",Bogor
16660,"Kiarasari, Sukajaya",Bogor
16660,"Mekarjaya, Cigudeg",Bogor
16660,"Pasir Madang, Sukajaya",Bogor
16660,"Rengasjajar, Cigudeg",Bogor
16660,"Sipayung, Sukajaya",Bogor
16660,"Sukajaya, Sukajaya",Bogor
16660,"Sukamaju, Cigudeg",Bogor
16660,"Sukamulih, Sukajaya",Bogor
16660,"Sukaraksa, Cigudeg",Bogor
16660,"Tegallega, Cigudeg",Bogor
16660,"Urug, Sukajaya",Bogor
16660,"Wargajaya, Cigudeg",Bogor
16670,"Bagoang, Jasinga",Bogor
16670,"Barengkok, Jasinga",Bogor
16670,"Cikopomayak, Jasinga",Bogor
16670,"Curug, Jasinga",Bogor
16670,"Jasinga, Jasinga",Bogor
16670,"Jugala Jaya, Jasinga",Bogor
16670,"Kalongsawah, Jasinga",Bogor
16670,"Koleang, Jasinga",Bogor
16670,"Neglasari, Jasinga",Bogor
16670,"Pamagersari, Jasinga",Bogor
16670,"Pangaur, Jasinga",Bogor
16670,"Pangradin, Jasinga",Bogor
16670,"Setu, Jasinga",Bogor
16670,"Sipak, Jasinga",Bogor
16670,"Tegal Wangi, Jasinga",Bogor
16680,"Babakan, Dramaga",Bogor
16680,"Ciherang, Dramaga",Bogor
16680,"Cikarawang, Dramaga",Bogor
16680,"Dramaga, Dramaga",Bogor
16680,"Neglasari, Dramaga",Bogor
16680,"Petir, Dramaga",Bogor
16680,"Purwasari, Dramaga",Bogor
16680,"Sinar Sari, Dramaga",Bogor
16680,"Sukadamai, Dramaga",Bogor
16680,"Sukawening, Dramaga",Bogor
16710,"Bantar Jati, Klapa Nunggal (Kelapa Nunggal)",Bogor
16710,"Bojong, Klapa Nunggal (Kelapa Nunggal)",Bogor
16710,"Cadas Ngampar, Sukaraja",Bogor
16710,"Cibanon, Sukaraja",Bogor
16710,"Cijujung, Sukaraja",Bogor
16710,"Cikahuripan, Klapa Nunggal (Kelapa Nunggal)",Bogor
16710,"Cikeas, Sukaraja",Bogor
16710,"Cilebut Barat, Sukaraja",Bogor
16710,"Cilebut Timur, Sukaraja",Bogor
16710,"Cimandala, Sukaraja",Bogor
16710,"Gunung Geulis, Sukaraja",Bogor
16710,"Kembang Kuning, Klapa Nunggal (Kelapa Nunggal)",Bogor
16710,"Klapanunggal, Klapa Nunggal (Kelapa Nunggal)",Bogor
16710,"Leuwikaret, Klapa Nunggal (Kelapa Nunggal)",Bogor
16710,"Ligarmukti, Klapa Nunggal (Kelapa Nunggal)",Bogor
16710,"Lulut, Klapa Nunggal (Kelapa Nunggal)",Bogor
16710,"Nagrak, Sukaraja",Bogor
16710,"Nambo, Klapa Nunggal (Kelapa Nunggal)",Bogor
16710,"Pasir Jambu, Sukaraja",Bogor
16710,"Pasirlaja, Sukaraja",Bogor
16710,"Sukaraja, Sukaraja",Bogor
16710,"Sukatani, Sukaraja",Bogor
16720,"Banjar Sari, Ciawi",Bogor
16720,"Banjar Wangi, Ciawi",Bogor
16720,"Banjar Waru, Ciawi",Bogor
16720,"Bendungan, Ciawi",Bogor
16720,"Bitung Sari, Ciawi",Bogor
16720,"Bojong Murni, Ciawi",Bogor
